location,date,vaccine,total_vaccinations
Chile,2021-04-29,Sinovac,12651108
Chile,2021-04-30,Oxford/AstraZeneca,23877
Chile,2021-04-30,Pfizer/BioNTech,2213537
Chile,2021-04-30,Sinovac,12694200
Chile,2021-05-01,Oxford/AstraZeneca,24163
Chile,2021-05-01,Pfizer/BioNTech,2214714
Chile,2021-05-01,Sinovac,12695037
Chile,2021-05-02,Oxford/AstraZeneca,24345
Chile,2021-05-02,Pfizer/BioNTech,2215106
Chile,2021-05-02,Sinovac,12695929
Chile,2021-05-03,Oxford/AstraZeneca,44439
Chile,2021-05-03,Pfizer/BioNTech,2239013
Chile,2021-05-03,Sinovac,12803778
Chile,2021-05-04,Oxford/AstraZeneca,61211
Chile,2021-05-04,Pfizer/BioNTech,2285175
Chile,2021-05-04,Sinovac,12910532
Chile,2021-05-05,Oxford/AstraZeneca,71037
Chile,2021-05-05,Pfizer/BioNTech,2333717
Chile,2021-05-05,Sinovac,13027290
Chile,2021-05-06,Oxford/AstraZeneca,78253
Chile,2021-05-06,Pfizer/BioNTech,2374583
Chile,2021-05-06,Sinovac,13137452
Chile,2021-05-07,Oxford/AstraZeneca,82400
Chile,2021-05-07,Pfizer/BioNTech,2408590
Chile,2021-05-07,Sinovac,13247262
Chile,2021-05-08,Oxford/AstraZeneca,83070
Chile,2021-05-08,Pfizer/BioNTech,2414329
Chile,2021-05-08,Sinovac,13266445
Chile,2021-05-09,Oxford/AstraZeneca,83140
Chile,2021-05-09,Pfizer/BioNTech,2414394
Chile,2021-05-09,Sinovac,13267715
Chile,2021-05-10,Oxford/AstraZeneca,86096
Chile,2021-05-10,Pfizer/BioNTech,2453892
Chile,2021-05-10,Sinovac,13398966
Chile,2021-05-11,Oxford/AstraZeneca,88076
Chile,2021-05-11,Pfizer/BioNTech,2520060
Chile,2021-05-11,Sinovac,13523580
Chile,2021-05-12,Oxford/AstraZeneca,89743
Chile,2021-05-12,Pfizer/BioNTech,2579551
Chile,2021-05-12,Sinovac,13645778
Chile,2021-05-13,Oxford/AstraZeneca,90295
Chile,2021-05-13,Pfizer/BioNTech,2627489
Chile,2021-05-13,Sinovac,13754971
Chile,2021-05-14,Oxford/AstraZeneca,90536
Chile,2021-05-14,Pfizer/BioNTech,2672424
Chile,2021-05-14,Sinovac,13869276
Chile,2021-05-15,Oxford/AstraZeneca,90576
Chile,2021-05-15,Pfizer/BioNTech,2672718
Chile,2021-05-15,Sinovac,13870399
Chile,2021-05-16,Oxford/AstraZeneca,90576
Chile,2021-05-16,Pfizer/BioNTech,2672798
Chile,2021-05-16,Sinovac,13870755
Chile,2021-05-17,Oxford/AstraZeneca,90871
Chile,2021-05-17,Pfizer/BioNTech,2726177
Chile,2021-05-17,Sinovac,13988727
Chile,2021-05-18,Oxford/AstraZeneca,92301
Chile,2021-05-18,Pfizer/BioNTech,2804842
Chile,2021-05-18,Sinovac,14092422
Chile,2021-05-19,Oxford/AstraZeneca,98819
Chile,2021-05-19,Pfizer/BioNTech,2884424
Chile,2021-05-19,Sinovac,14173330
Chile,2021-05-20,Oxford/AstraZeneca,105536
Chile,2021-05-20,Pfizer/BioNTech,2955419
Chile,2021-05-20,Sinovac,14287449
Chile,2021-05-21,Oxford/AstraZeneca,105607
Chile,2021-05-21,Pfizer/BioNTech,2962471
Chile,2021-05-21,Sinovac,14289991
Chile,2021-05-22,Oxford/AstraZeneca,106100
Chile,2021-05-22,Pfizer/BioNTech,2975064
Chile,2021-05-22,Sinovac,14310010
Chile,2021-05-23,Oxford/AstraZeneca,106120
Chile,2021-05-23,Pfizer/BioNTech,2976194
Chile,2021-05-23,Sinovac,14313148
Chile,2021-05-24,Oxford/AstraZeneca,118531
Chile,2021-05-24,Pfizer/BioNTech,3050463
Chile,2021-05-24,Sinovac,14463446
Chile,2021-05-25,Oxford/AstraZeneca,136106
Chile,2021-05-25,Pfizer/BioNTech,3161946
Chile,2021-05-25,Sinovac,14581150
Chile,2021-05-26,Oxford/AstraZeneca,161495
Chile,2021-05-26,Pfizer/BioNTech,3236149
Chile,2021-05-26,Sinovac,14710581
Chile,2021-05-27,Oxford/AstraZeneca,195424
Chile,2021-05-27,Pfizer/BioNTech,3292894
Chile,2021-05-27,Sinovac,14823120
Chile,2021-05-28,Oxford/AstraZeneca,227525
Chile,2021-05-28,Pfizer/BioNTech,3340957
Chile,2021-05-28,Sinovac,14929299
Chile,2021-05-29,Oxford/AstraZeneca,235969
Chile,2021-05-29,Pfizer/BioNTech,3353218
Chile,2021-05-29,Sinovac,14955969
Chile,2021-05-30,Oxford/AstraZeneca,237363
Chile,2021-05-30,Pfizer/BioNTech,3354779
Chile,2021-05-30,Sinovac,14963108
Chile,2021-05-31,CanSino,74
Chile,2021-05-31,Oxford/AstraZeneca,281159
Chile,2021-05-31,Pfizer/BioNTech,3422906
Chile,2021-05-31,Sinovac,15066775
Chile,2021-06-01,CanSino,10454
Chile,2021-06-01,Oxford/AstraZeneca,326564
Chile,2021-06-01,Pfizer/BioNTech,3526220
Chile,2021-06-01,Sinovac,15129034
Chile,2021-06-02,CanSino,33766
Chile,2021-06-02,Oxford/AstraZeneca,359046
Chile,2021-06-02,Pfizer/BioNTech,3606303
Chile,2021-06-02,Sinovac,15197351
Chile,2021-06-03,CanSino,73380
Chile,2021-06-03,Oxford/AstraZeneca,361390
Chile,2021-06-03,Pfizer/BioNTech,3653869
Chile,2021-06-03,Sinovac,15271617
Chile,2021-06-04,CanSino,107736
Chile,2021-06-04,Oxford/AstraZeneca,362944
Chile,2021-06-04,Pfizer/BioNTech,3678381
Chile,2021-06-04,Sinovac,15356384
Chile,2021-06-05,CanSino,117644
Chile,2021-06-05,Oxford/AstraZeneca,363254
Chile,2021-06-05,Pfizer/BioNTech,3683497
Chile,2021-06-05,Sinovac,15378774
Chile,2021-06-06,CanSino,119434
Chile,2021-06-06,Oxford/AstraZeneca,363284
Chile,2021-06-06,Pfizer/BioNTech,3684088
Chile,2021-06-06,Sinovac,15381361
Chile,2021-06-07,CanSino,146898
Chile,2021-06-07,Oxford/AstraZeneca,365240
Chile,2021-06-07,Pfizer/BioNTech,3695824
Chile,2021-06-07,Sinovac,15521620
Chile,2021-06-08,CanSino,166974
Chile,2021-06-08,Oxford/AstraZeneca,366923
Chile,2021-06-08,Pfizer/BioNTech,3709465
Chile,2021-06-08,Sinovac,15670970
Chile,2021-06-09,CanSino,183698
Chile,2021-06-09,Oxford/AstraZeneca,368894
Chile,2021-06-09,Pfizer/BioNTech,3721743
Chile,2021-06-09,Sinovac,15833657
Chile,2021-06-10,CanSino,196854
Chile,2021-06-10,Oxford/AstraZeneca,370182
Chile,2021-06-10,Pfizer/BioNTech,3735699
Chile,2021-06-10,Sinovac,16008365
Chile,2021-06-11,CanSino,200902
Chile,2021-06-11,Oxford/AstraZeneca,371416
Chile,2021-06-11,Pfizer/BioNTech,3752589
Chile,2021-06-11,Sinovac,16165174
Chile,2021-06-12,CanSino,201295
Chile,2021-06-12,Oxford/AstraZeneca,371743
Chile,2021-06-12,Pfizer/BioNTech,3755404
Chile,2021-06-12,Sinovac,16194149
Chile,2021-06-13,CanSino,201344
Chile,2021-06-13,Oxford/AstraZeneca,371758
Chile,2021-06-13,Pfizer/BioNTech,3755949
Chile,2021-06-13,Sinovac,16195607
Chile,2021-06-14,CanSino,205516
Chile,2021-06-14,Oxford/AstraZeneca,372931
Chile,2021-06-14,Pfizer/BioNTech,3787995
Chile,2021-06-14,Sinovac,16379893
Chile,2021-06-15,CanSino,209189
Chile,2021-06-15,Oxford/AstraZeneca,373749
Chile,2021-06-15,Pfizer/BioNTech,3841225
Chile,2021-06-15,Sinovac,16532920
Chile,2021-06-16,CanSino,213143
Chile,2021-06-16,Oxford/AstraZeneca,374612
Chile,2021-06-16,Pfizer/BioNTech,3912900
Chile,2021-06-16,Sinovac,16683347
Chile,2021-06-17,CanSino,216185
Chile,2021-06-17,Oxford/AstraZeneca,375393
Chile,2021-06-17,Pfizer/BioNTech,3979641
Chile,2021-06-17,Sinovac,16796784
Chile,2021-06-18,CanSino,218561
Chile,2021-06-18,Oxford/AstraZeneca,376239
Chile,2021-06-18,Pfizer/BioNTech,4017246
Chile,2021-06-18,Sinovac,16863220
Chile,2021-06-19,CanSino,218839
Chile,2021-06-19,Oxford/AstraZeneca,376383
Chile,2021-06-19,Pfizer/BioNTech,4028749
Chile,2021-06-19,Sinovac,16888014
Chile,2021-06-20,CanSino,218851
Chile,2021-06-20,Oxford/AstraZeneca,376393
Chile,2021-06-20,Pfizer/BioNTech,4029980
Chile,2021-06-20,Sinovac,16890715
Chile,2021-06-21,CanSino,218929
Chile,2021-06-21,Oxford/AstraZeneca,376515
Chile,2021-06-21,Pfizer/BioNTech,4039689
Chile,2021-06-21,Sinovac,16900532
Chile,2021-06-22,CanSino,222691
Chile,2021-06-22,Oxford/AstraZeneca,378344
Chile,2021-06-22,Pfizer/BioNTech,4202795
Chile,2021-06-22,Sinovac,17040658
Chile,2021-06-23,CanSino,235107
Chile,2021-06-23,Oxford/AstraZeneca,380611
Chile,2021-06-23,Pfizer/BioNTech,4318221
Chile,2021-06-23,Sinovac,17162170
Chile,2021-06-24,CanSino,298660
Chile,2021-06-24,Oxford/AstraZeneca,384070
Chile,2021-06-24,Pfizer/BioNTech,4404374
Chile,2021-06-24,Sinovac,17262176
Chile,2021-06-25,CanSino,348740
Chile,2021-06-25,Oxford/AstraZeneca,388128
Chile,2021-06-25,Pfizer/BioNTech,4477127
Chile,2021-06-25,Sinovac,17346463
Chile,2021-06-26,CanSino,358813
Chile,2021-06-26,Oxford/AstraZeneca,389369
Chile,2021-06-26,Pfizer/BioNTech,4498109
Chile,2021-06-26,Sinovac,17367048
Chile,2021-06-27,CanSino,360068
Chile,2021-06-27,Oxford/AstraZeneca,389460
Chile,2021-06-27,Pfizer/BioNTech,4500350
Chile,2021-06-27,Sinovac,17369125
Chile,2021-06-28,CanSino,361294
Chile,2021-06-28,Oxford/AstraZeneca,389626
Chile,2021-06-28,Pfizer/BioNTech,4503046
Chile,2021-06-28,Sinovac,17370642
Chile,2021-06-29,CanSino,393189
Chile,2021-06-29,Oxford/AstraZeneca,395439
Chile,2021-06-29,Pfizer/BioNTech,4636658
Chile,2021-06-29,Sinovac,17448599
Chile,2021-06-30,CanSino,416088
Chile,2021-06-30,Oxford/AstraZeneca,399702
Chile,2021-06-30,Pfizer/BioNTech,4768756
Chile,2021-06-30,Sinovac,17494239
Chile,2021-07-01,CanSino,430095
Chile,2021-07-01,Oxford/AstraZeneca,402754
Chile,2021-07-01,Pfizer/BioNTech,4903883
Chile,2021-07-01,Sinovac,17524782
Chile,2021-07-02,CanSino,441567
Chile,2021-07-02,Oxford/AstraZeneca,405341
Chile,2021-07-02,Pfizer/BioNTech,5001706
Chile,2021-07-02,Sinovac,17554636
Chile,2021-07-03,CanSino,444997
Chile,2021-07-03,Oxford/AstraZeneca,405933
Chile,2021-07-03,Pfizer/BioNTech,5024995
Chile,2021-07-03,Sinovac,17565287
Chile,2021-07-04,CanSino,445398
Chile,2021-07-04,Oxford/AstraZeneca,406001
Chile,2021-07-04,Pfizer/BioNTech,5027990
Chile,2021-07-04,Sinovac,17566331
Chile,2021-07-05,CanSino,455803
Chile,2021-07-05,Oxford/AstraZeneca,409855
Chile,2021-07-05,Pfizer/BioNTech,5121335
Chile,2021-07-05,Sinovac,17613469
Chile,2021-07-06,CanSino,463393
Chile,2021-07-06,Oxford/AstraZeneca,413461
Chile,2021-07-06,Pfizer/BioNTech,5190619
Chile,2021-07-06,Sinovac,17663110
Chile,2021-07-07,CanSino,468190
Chile,2021-07-07,Oxford/AstraZeneca,416525
Chile,2021-07-07,Pfizer/BioNTech,5284305
Chile,2021-07-07,Sinovac,17723626
Chile,2021-07-08,CanSino,472054
Chile,2021-07-08,Oxford/AstraZeneca,418755
Chile,2021-07-08,Pfizer/BioNTech,5360575
Chile,2021-07-08,Sinovac,17797841
Chile,2021-07-09,CanSino,475970
Chile,2021-07-09,Oxford/AstraZeneca,421094
Chile,2021-07-09,Pfizer/BioNTech,5429314
Chile,2021-07-09,Sinovac,17862265
Chile,2021-07-10,CanSino,477543
Chile,2021-07-10,Oxford/AstraZeneca,422114
Chile,2021-07-10,Pfizer/BioNTech,5454339
Chile,2021-07-10,Sinovac,17878032
Chile,2021-07-11,CanSino,477714
Chile,2021-07-11,Oxford/AstraZeneca,422194
Chile,2021-07-11,Pfizer/BioNTech,5457591
Chile,2021-07-11,Sinovac,17879634
Chile,2021-07-12,CanSino,481801
Chile,2021-07-12,Oxford/AstraZeneca,424858
Chile,2021-07-12,Pfizer/BioNTech,5544324
Chile,2021-07-12,Sinovac,17965790
Chile,2021-07-13,CanSino,484634
Chile,2021-07-13,Oxford/AstraZeneca,426706
Chile,2021-07-13,Pfizer/BioNTech,5647501
Chile,2021-07-13,Sinovac,18041778
Chile,2021-07-14,CanSino,487350
Chile,2021-07-14,Oxford/AstraZeneca,428257
Chile,2021-07-14,Pfizer/BioNTech,5722219
Chile,2021-07-14,Sinovac,18125553
Chile,2021-07-15,CanSino,492656
Chile,2021-07-15,Oxford/AstraZeneca,431477
Chile,2021-07-15,Pfizer/BioNTech,5789064
Chile,2021-07-15,Sinovac,18217341
Chile,2021-07-16,CanSino,492753
Chile,2021-07-16,Oxford/AstraZeneca,431587
Chile,2021-07-16,Pfizer/BioNTech,5791508
Chile,2021-07-16,Sinovac,18219500
Chile,2021-07-17,CanSino,493222
Chile,2021-07-17,Oxford/AstraZeneca,431911
Chile,2021-07-17,Pfizer/BioNTech,5800733
Chile,2021-07-17,Sinovac,18233341
Chile,2021-07-18,CanSino,493324
Chile,2021-07-18,Oxford/AstraZeneca,431911
Chile,2021-07-18,Pfizer/BioNTech,5801603
Chile,2021-07-18,Sinovac,18234600
Chile,2021-07-19,CanSino,495955
Chile,2021-07-19,Oxford/AstraZeneca,433811
Chile,2021-07-19,Pfizer/BioNTech,5860517
Chile,2021-07-19,Sinovac,18294404
Chile,2021-07-20,CanSino,497690
Chile,2021-07-20,Oxford/AstraZeneca,435774
Chile,2021-07-20,Pfizer/BioNTech,5940270
Chile,2021-07-20,Sinovac,18345317
Chile,2021-07-21,CanSino,499090
Chile,2021-07-21,Oxford/AstraZeneca,438227
Chile,2021-07-21,Pfizer/BioNTech,6000329
Chile,2021-07-21,Sinovac,18386173
Chile,2021-07-22,CanSino,500682
Chile,2021-07-22,Oxford/AstraZeneca,440764
Chile,2021-07-22,Pfizer/BioNTech,6045474
Chile,2021-07-22,Sinovac,18415246
Chile,2021-07-23,CanSino,501911
Chile,2021-07-23,Oxford/AstraZeneca,444746
Chile,2021-07-23,Pfizer/BioNTech,6134457
Chile,2021-07-23,Sinovac,18437056
Chile,2021-07-24,CanSino,503337
Chile,2021-07-24,Oxford/AstraZeneca,446015
Chile,2021-07-24,Pfizer/BioNTech,6149500
Chile,2021-07-24,Sinovac,18453896
Chile,2021-07-25,CanSino,503379
Chile,2021-07-25,Oxford/AstraZeneca,446048
Chile,2021-07-25,Pfizer/BioNTech,6150738
Chile,2021-07-25,Sinovac,18455521
Chile,2021-07-26,CanSino,504322
Chile,2021-07-26,Oxford/AstraZeneca,449343
Chile,2021-07-26,Pfizer/BioNTech,6189449
Chile,2021-07-26,Sinovac,18469305
Chile,2021-07-27,CanSino,505099
Chile,2021-07-27,Oxford/AstraZeneca,452299
Chile,2021-07-27,Pfizer/BioNTech,6226661
Chile,2021-07-27,Sinovac,18479399
Chile,2021-07-28,CanSino,505631
Chile,2021-07-28,Oxford/AstraZeneca,454260
Chile,2021-07-28,Pfizer/BioNTech,6252225
Chile,2021-07-28,Sinovac,18486487
Chile,2021-07-29,CanSino,506107
Chile,2021-07-29,Oxford/AstraZeneca,455904
Chile,2021-07-29,Pfizer/BioNTech,6334492
Chile,2021-07-29,Sinovac,18492357
Chile,2021-07-30,CanSino,506382
Chile,2021-07-30,Oxford/AstraZeneca,457539
Chile,2021-07-30,Pfizer/BioNTech,6405006
Chile,2021-07-30,Sinovac,18496654
Chile,2021-07-31,CanSino,506394
Chile,2021-07-31,Oxford/AstraZeneca,457888
Chile,2021-07-31,Pfizer/BioNTech,6414409
Chile,2021-07-31,Sinovac,18498092
Chile,2021-08-01,CanSino,506395
Chile,2021-08-01,Oxford/AstraZeneca,457889
Chile,2021-08-01,Pfizer/BioNTech,6414811
Chile,2021-08-01,Sinovac,18498157
Chile,2021-08-02,CanSino,507393
Chile,2021-08-02,Oxford/AstraZeneca,459715
Chile,2021-08-02,Pfizer/BioNTech,6420730
Chile,2021-08-02,Sinovac,18613485
Chile,2021-08-03,CanSino,508246
Chile,2021-08-03,Oxford/AstraZeneca,461863
Chile,2021-08-03,Pfizer/BioNTech,6426877
Chile,2021-08-03,Sinovac,18743272
Chile,2021-08-04,CanSino,508467
Chile,2021-08-04,Oxford/AstraZeneca,463685
Chile,2021-08-04,Pfizer/BioNTech,6485040
Chile,2021-08-04,Sinovac,18747695
Chile,2021-08-05,CanSino,508649
Chile,2021-08-05,Oxford/AstraZeneca,465081
Chile,2021-08-05,Pfizer/BioNTech,6526844
Chile,2021-08-05,Sinovac,18750563
Chile,2021-08-06,CanSino,508828
Chile,2021-08-06,Oxford/AstraZeneca,466332
Chile,2021-08-06,Pfizer/BioNTech,6557658
Chile,2021-08-06,Sinovac,18752956
Chile,2021-08-07,CanSino,508843
Chile,2021-08-07,Oxford/AstraZeneca,466350
Chile,2021-08-07,Pfizer/BioNTech,6558554
Chile,2021-08-07,Sinovac,18753191
Chile,2021-08-08,CanSino,508843
Chile,2021-08-08,Oxford/AstraZeneca,466350
Chile,2021-08-08,Pfizer/BioNTech,6558566
Chile,2021-08-08,Sinovac,18753255
Chile,2021-08-09,CanSino,509062
Chile,2021-08-09,Oxford/AstraZeneca,467109
Chile,2021-08-09,Pfizer/BioNTech,6566064
Chile,2021-08-09,Sinovac,18842902
Chile,2021-08-10,CanSino,509312
Chile,2021-08-10,Oxford/AstraZeneca,467778
Chile,2021-08-10,Pfizer/BioNTech,6573838
Chile,2021-08-10,Sinovac,18921432
Chile,2021-08-11,CanSino,509399
Chile,2021-08-11,Oxford/AstraZeneca,469555
Chile,2021-08-11,Pfizer/BioNTech,6683653
Chile,2021-08-11,Sinovac,18925052
Croatia,2021-01-01,Pfizer/BioNTech,1960
Croatia,2021-01-08,Johnson&Johnson,1
Croatia,2021-01-08,Moderna,7
Croatia,2021-01-08,Pfizer/BioNTech,30847
Croatia,2021-01-15,Moderna,1497
Croatia,2021-01-15,Oxford/AstraZeneca,2
Croatia,2021-01-15,Pfizer/BioNTech,47909
Croatia,2021-01-22,Moderna,2646
Croatia,2021-01-22,Pfizer/BioNTech,70399
Croatia,2021-01-29,Moderna,2732
Croatia,2021-01-29,Pfizer/BioNTech,86786
Croatia,2021-02-05,Johnson&Johnson,2
Croatia,2021-02-05,Moderna,3209
Croatia,2021-02-05,Oxford/AstraZeneca,7
Croatia,2021-02-05,Pfizer/BioNTech,103711
Croatia,2021-02-12,Moderna,8240
Croatia,2021-02-12,Oxford/AstraZeneca,3177
Croatia,2021-02-12,Pfizer/BioNTech,124352
Croatia,2021-02-19,Johnson&Johnson,3
Croatia,2021-02-19,Moderna,13314
Croatia,2021-02-19,Oxford/AstraZeneca,18928
Croatia,2021-02-19,Pfizer/BioNTech,144199
Croatia,2021-02-26,Moderna,14460
Croatia,2021-02-26,Oxford/AstraZeneca,59689
Croatia,2021-02-26,Pfizer/BioNTech,164048
Croatia,2021-03-05,Moderna,22900
Croatia,2021-03-05,Oxford/AstraZeneca,84001
Croatia,2021-03-05,Pfizer/BioNTech,187940
Croatia,2021-03-12,Johnson&Johnson,5
Croatia,2021-03-12,Moderna,29597
Croatia,2021-03-12,Oxford/AstraZeneca,117077
Croatia,2021-03-12,Pfizer/BioNTech,211264
Croatia,2021-03-19,Johnson&Johnson,11
Croatia,2021-03-19,Moderna,44837
Croatia,2021-03-19,Oxford/AstraZeneca,137590
Croatia,2021-03-19,Pfizer/BioNTech,242195
Croatia,2021-03-26,Johnson&Johnson,14
Croatia,2021-03-26,Moderna,52687
Croatia,2021-03-26,Oxford/AstraZeneca,157941
Croatia,2021-03-26,Pfizer/BioNTech,275561
Croatia,2021-04-02,Johnson&Johnson,16
Croatia,2021-04-02,Moderna,71866
Croatia,2021-04-02,Oxford/AstraZeneca,173590
Croatia,2021-04-02,Pfizer/BioNTech,307724
Croatia,2021-04-09,Johnson&Johnson,38
Croatia,2021-04-09,Moderna,84021
Croatia,2021-04-09,Oxford/AstraZeneca,202221
Croatia,2021-04-09,Pfizer/BioNTech,335364
Croatia,2021-04-16,Johnson&Johnson,42
Croatia,2021-04-16,Moderna,104206
Croatia,2021-04-16,Oxford/AstraZeneca,233351
Croatia,2021-04-16,Pfizer/BioNTech,395096
Croatia,2021-04-23,Johnson&Johnson,42
Croatia,2021-04-23,Moderna,115078
Croatia,2021-04-23,Oxford/AstraZeneca,247996
Croatia,2021-04-23,Pfizer/BioNTech,472424
Croatia,2021-04-30,Johnson&Johnson,789
Croatia,2021-04-30,Moderna,129845
Croatia,2021-04-30,Oxford/AstraZeneca,267846
Croatia,2021-04-30,Pfizer/BioNTech,558414
Croatia,2021-05-07,Johnson&Johnson,3585
Croatia,2021-05-07,Moderna,147033
Croatia,2021-05-07,Oxford/AstraZeneca,308283
Croatia,2021-05-07,Pfizer/BioNTech,732087
Croatia,2021-05-14,Johnson&Johnson,6129
Croatia,2021-05-14,Moderna,172160
Croatia,2021-05-14,Oxford/AstraZeneca,347428
Croatia,2021-05-14,Pfizer/BioNTech,907301
Croatia,2021-05-21,Johnson&Johnson,9440
Croatia,2021-05-21,Moderna,195797
Croatia,2021-05-21,Oxford/AstraZeneca,380412
Croatia,2021-05-21,Pfizer/BioNTech,1060265
Croatia,2021-05-28,Johnson&Johnson,12499
Croatia,2021-05-28,Moderna,211658
Croatia,2021-05-28,Oxford/AstraZeneca,409886
Croatia,2021-05-28,Pfizer/BioNTech,1198120
Croatia,2021-06-04,Johnson&Johnson,14663
Croatia,2021-06-04,Moderna,222694
Croatia,2021-06-04,Oxford/AstraZeneca,428017
Croatia,2021-06-04,Pfizer/BioNTech,1301606
Croatia,2021-06-11,Johnson&Johnson,17452
Croatia,2021-06-11,Moderna,240928
Croatia,2021-06-11,Oxford/AstraZeneca,449169
Croatia,2021-06-11,Pfizer/BioNTech,1464627
Croatia,2021-06-18,Johnson&Johnson,19786
Croatia,2021-06-18,Moderna,258972
Croatia,2021-06-18,Oxford/AstraZeneca,465723
Croatia,2021-06-18,Pfizer/BioNTech,1630315
Croatia,2021-06-25,Johnson&Johnson,21794
Croatia,2021-06-25,Moderna,269933
Croatia,2021-06-25,Oxford/AstraZeneca,475773
Croatia,2021-06-25,Pfizer/BioNTech,1756729
Croatia,2021-07-02,Johnson&Johnson,24698
Croatia,2021-07-02,Moderna,280908
Croatia,2021-07-02,Oxford/AstraZeneca,495507
Croatia,2021-07-02,Pfizer/BioNTech,1889683
Croatia,2021-07-09,Johnson&Johnson,30231
Croatia,2021-07-09,Moderna,288229
Croatia,2021-07-09,Oxford/AstraZeneca,514618
Croatia,2021-07-09,Pfizer/BioNTech,1996110
Croatia,2021-07-16,Johnson&Johnson,37684
Croatia,2021-07-16,Moderna,294530
Croatia,2021-07-16,Oxford/AstraZeneca,520902
Croatia,2021-07-16,Pfizer/BioNTech,2066108
Croatia,2021-07-23,Johnson&Johnson,44966
Croatia,2021-07-23,Moderna,298149
Croatia,2021-07-23,Oxford/AstraZeneca,527951
Croatia,2021-07-23,Pfizer/BioNTech,2135693
Croatia,2021-07-30,Johnson&Johnson,51978
Croatia,2021-07-30,Moderna,302073
Croatia,2021-07-30,Oxford/AstraZeneca,537657
Croatia,2021-07-30,Pfizer/BioNTech,2181501
Croatia,2021-08-06,Johnson&Johnson,55545
Croatia,2021-08-06,Moderna,305624
Croatia,2021-08-06,Oxford/AstraZeneca,541744
Croatia,2021-08-06,Pfizer/BioNTech,2210065
Croatia,2021-08-13,Johnson&Johnson,55866
Croatia,2021-08-13,Moderna,305829
Croatia,2021-08-13,Oxford/AstraZeneca,542032
Croatia,2021-08-13,Pfizer/BioNTech,2214224
Cyprus,2021-01-01,Pfizer/BioNTech,369
Cyprus,2021-01-08,Pfizer/BioNTech,6086
Cyprus,2021-01-15,Moderna,0
Cyprus,2021-01-15,Pfizer/BioNTech,10833
Cyprus,2021-01-22,Moderna,210
Cyprus,2021-01-22,Pfizer/BioNTech,17881
Cyprus,2021-01-29,Moderna,420
Cyprus,2021-01-29,Pfizer/BioNTech,24952
Cyprus,2021-02-05,Pfizer/BioNTech,32720
Cyprus,2021-02-12,Moderna,421
Cyprus,2021-02-12,Oxford/AstraZeneca,584
Cyprus,2021-02-12,Pfizer/BioNTech,43384
Cyprus,2021-02-19,Moderna,741
Cyprus,2021-02-19,Oxford/AstraZeneca,6126
Cyprus,2021-02-19,Pfizer/BioNTech,51652
Cyprus,2021-02-26,Moderna,951
Cyprus,2021-02-26,Oxford/AstraZeneca,18136
Cyprus,2021-02-26,Pfizer/BioNTech,59380
Cyprus,2021-03-05,Moderna,1301
Cyprus,2021-03-05,Oxford/AstraZeneca,28650
Cyprus,2021-03-05,Pfizer/BioNTech,69327
Cyprus,2021-03-12,Moderna,4195
Cyprus,2021-03-12,Oxford/AstraZeneca,40827
Cyprus,2021-03-12,Pfizer/BioNTech,78860
Cyprus,2021-03-19,Moderna,4304
Cyprus,2021-03-19,Oxford/AstraZeneca,41719
Cyprus,2021-03-19,Pfizer/BioNTech,85728
Cyprus,2021-03-26,Moderna,4304
Cyprus,2021-03-26,Oxford/AstraZeneca,48256
Cyprus,2021-03-26,Pfizer/BioNTech,95339
Cyprus,2021-04-02,Moderna,6547
Cyprus,2021-04-02,Oxford/AstraZeneca,52195
Cyprus,2021-04-02,Pfizer/BioNTech,103028
Cyprus,2021-04-09,Moderna,12456
Cyprus,2021-04-09,Oxford/AstraZeneca,60123
Cyprus,2021-04-09,Pfizer/BioNTech,113013
Cyprus,2021-04-16,Johnson&Johnson,0
Cyprus,2021-04-16,Moderna,13236
Cyprus,2021-04-16,Oxford/AstraZeneca,66995
Cyprus,2021-04-16,Pfizer/BioNTech,130595
Cyprus,2021-04-23,Oxford/AstraZeneca,77988
Cyprus,2021-04-23,Pfizer/BioNTech,150831
Cyprus,2021-04-30,Johnson&Johnson,1188
Cyprus,2021-04-30,Moderna,15635
Cyprus,2021-04-30,Oxford/AstraZeneca,84554
Cyprus,2021-04-30,Pfizer/BioNTech,193053
Cyprus,2021-05-07,Johnson&Johnson,2249
Cyprus,2021-05-07,Moderna,21442
Cyprus,2021-05-07,Oxford/AstraZeneca,95843
Cyprus,2021-05-07,Pfizer/BioNTech,238781
Cyprus,2021-05-14,Johnson&Johnson,5662
Cyprus,2021-05-14,Moderna,28322
Cyprus,2021-05-14,Oxford/AstraZeneca,121922
Cyprus,2021-05-14,Pfizer/BioNTech,280960
Cyprus,2021-05-21,Moderna,37412
Cyprus,2021-05-21,Oxford/AstraZeneca,146980
Cyprus,2021-05-21,Pfizer/BioNTech,329189
Cyprus,2021-05-28,Johnson&Johnson,5662
Cyprus,2021-05-28,Moderna,44461
Cyprus,2021-05-28,Oxford/AstraZeneca,164905
Cyprus,2021-05-28,Pfizer/BioNTech,375387
Cyprus,2021-06-04,Moderna,48348
Cyprus,2021-06-04,Oxford/AstraZeneca,175900
Cyprus,2021-06-04,Pfizer/BioNTech,413040
Cyprus,2021-06-11,Johnson&Johnson,6062
Cyprus,2021-06-11,Moderna,54602
Cyprus,2021-06-11,Oxford/AstraZeneca,187096
Cyprus,2021-06-11,Pfizer/BioNTech,448451
