Updated On,State,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered),Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years (Individuals Vaccinated),45-60 Years (Individuals Vaccinated),60+ Years (Individuals Vaccinated),Male (Individuals Vaccinated),Female (Individuals Vaccinated),Transgender (Individuals Vaccinated)
23/02/2021,Jharkhand,289373,8532,552,274560,14813,0,0,0,20338,254222,0,0,0,0,0,0,0,0,141190,133367,3
23/02/2021,Himachal Pradesh,109590,2989,736,97252,12338,0,0,0,46,97206,0,0,0,0,0,0,0,0,44936,52315,1
23/02/2021,Maharashtra,1017414,21730,1380,938078,79336,0,0,0,10284,927794,0,0,0,0,0,0,0,0,494986,442893,199
23/02/2021,Bihar,588882,13667,1356,530477,58405,0,0,0,28143,502334,0,0,0,0,0,0,0,0,223886,306291,300
23/02/2021,Goa,18419,647,150,16916,1503,0,0,0,1,16915,0,0,0,0,0,0,0,0,8577,8339,0
23/02/2021,Telangana,377711,12712,2488,279390,98321,0,0,0,38104,241286,0,0,0,0,0,0,0,0,142863,136513,14
23/02/2021,Tripura,100084,2588,302,84098,15986,0,0,0,32,84066,0,0,0,0,0,0,0,0,50374,33724,0
23/02/2021,Meghalaya,37186,1372,243,34889,2297,0,0,0,117,34772,0,0,0,0,0,0,0,0,18956,15929,4
23/02/2021,Manipur,42108,1048,186,40431,1677,0,0,0,30,40401,0,0,0,0,0,0,0,0,18515,21915,1
23/02/2021,Andaman and Nicobar Islands,7058,122,14,5436,1622,0,0,0,0,5436,0,0,0,0,0,0,0,0,2831,2605,0
23/02/2021,Sikkim,16146,311,39,15194,952,0,0,0,156,15038,0,0,0,0,0,0,0,0,8008,7186,0
23/02/2021,West Bengal,788276,22579,1367,712116,76160,0,0,0,57820,654296,0,0,0,0,0,0,0,0,369791,342221,104
23/02/2021,Nagaland,27485,653,192,23165,4320,0,0,0,134,23031,0,0,0,0,0,0,0,0,17042,6122,1
23/02/2021,Tamil Nadu,291582,19920,1848,268486,23096,0,0,0,4696,263790,0,0,0,0,0,0,0,0,112212,156254,20
23/02/2021,Uttar Pradesh,1342030,29970,6824,1239758,102272,0,0,0,200739,1039019,0,0,0,0,0,0,0,0,711520,528158,80
23/02/2021,Andhra Pradesh,559483,32298,3362,448490,110993,0,0,0,47078,401412,0,0,0,0,0,0,0,0,196967,251481,42
23/02/2021,Jammu and Kashmir,212075,6605,591,202132,9943,0,0,0,1049,201083,0,0,0,0,0,0,0,0,157010,45083,39
23/02/2021,Kerala,484753,9413,1149,422676,62077,0,0,0,60036,362640,0,0,0,0,0,0,0,0,143120,279543,13
23/02/2021,Dadra and Nagar Haveli and Daman and Diu,7061,436,50,6539,522,0,0,0,0,6539,0,0,0,0,0,0,0,0,3461,3078,0
23/02/2021,Uttarakhand,155814,3872,414,143357,12457,0,0,0,86,143271,0,0,0,0,0,0,0,0,81533,61821,3
23/02/2021,Rajasthan,866185,16673,4311,774043,92142,0,0,0,165455,608588,0,0,0,0,0,0,0,0,472122,301862,59
23/02/2021,Punjab,149544,6398,460,128224,21320,0,0,0,122,128102,0,0,0,0,0,0,0,0,83283,44932,9
23/02/2021,Karnataka,738792,27768,5878,575708,163084,0,0,0,6079,569629,0,0,0,0,0,0,0,0,248773,326853,82
23/02/2021,Mizoram,20689,674,231,17217,3472,0,0,0,4,17213,0,0,0,0,0,0,0,0,8709,8508,0
23/02/2021,Assam,190166,5172,929,174988,15178,0,0,0,16954,158034,0,0,0,0,0,0,0,0,65756,109200,32
23/02/2021,Madhya Pradesh,668773,16587,2013,636139,32634,0,0,0,118565,517574,0,0,0,0,0,0,0,0,350844,285287,8
23/02/2021,Haryana,257756,7097,1551,212356,45400,0,0,0,28723,183633,0,0,0,0,0,0,0,0,124720,87631,5
23/02/2021,Odisha,531427,7035,1341,427468,103959,0,0,0,34630,392838,0,0,0,0,0,0,0,0,193269,234152,47
23/02/2021,Chandigarh,13594,493,22,12449,1145,0,0,0,11,12438,0,0,0,0,0,0,0,0,8722,3727,0
23/02/2021,Lakshadweep,1877,54,13,1771,106,0,0,0,4,1767,0,0,0,0,0,0,0,0,1361,410,0
23/02/2022,Arunachal Pradesh,1629269,32554,75,887288,718925,875924,729942,347,81773,1547496,0,298,1085777,348452,133062,0,0,0,0,0,0
23/02/2022,Karnataka,100199004,8308882,6314,52101507,46932915,50054308,48962321,17724,16150624,83935040,113340,4620,58266824,23136047,14958178,0,0,0,0,0,0
23/02/2022,Kerala,52402636,621473,579,28068922,23439725,24583105,26910896,14612,6359393,45971164,72079,3047,24765557,14010580,12001239,0,0,0,0,0,0
23/02/2022,Dadra and Nagar Haveli and Daman and Diu,1358361,38286,66,754535,596023,901330,448943,284,63921,1294440,0,0,137,1030458,208248,0,0,0,0,0,0
23/02/2022,Meghalaya,2346311,239168,413,1358253,961829,1196418,1123355,309,68325,2277986,0,321,1601841,498649,189997,0,0,0,0,0,0
23/02/2022,Assam,43119795,1735114,2005,23367659,19502697,21142771,21721434,6138,6068886,37048511,2398,335,27142827,9888718,4533808,0,0,0,0,0,0
23/02/2022,West Bengal,130202070,2622818,3597,69991553,58603585,62999853,65571555,23604,18220867,111896686,84517,4728,73358583,32501360,19065572,0,0,0,0,0,0
23/02/2022,Uttar Pradesh,285371282,26156031,12956,164166403,118998494,145893393,137157649,113575,51494192,233822740,54349,3334,177041095,58643018,33625450,0,0,0,0,0,0
23/02/2022,Telangana,57999870,7306313,3137,30846504,26701989,28980400,28556707,11359,9187064,48669223,143583,5054,34456789,13225482,7920309,0,0,0,0,0,0
23/02/2022,Bihar,118824168,8400497,7302,66143578,51941443,57715960,60341245,27769,17906495,100904867,12806,510,71960315,23348785,17189230,0,0,0,0,0,0
23/02/2022,Chhattisgarh,36496773,4843934,3696,19619431,16513200,17841065,18286694,4862,5952680,30534359,9734,924,21010642,9029328,4690120,0,0,0,0,0,0
23/02/2022,Chandigarh,2029547,28025,67,1122871,882866,1143967,861389,381,90004,1939543,0,177,1321522,423078,225771,0,0,0,0,0,0
23/02/2022,Puducherry,1582536,203867,61,930259,640064,757374,812623,326,68558,1513978,0,31,878603,393641,244440,0,0,0,0,0,0
23/02/2022,Odisha,60630101,2105990,2136,32698509,27144461,29408908,30419607,14416,9675983,50948164,5954,891,34100287,14468159,9477533,0,0,0,0,0,0
23/02/2022,Mizoram,1492129,32977,33,822561,645427,736321,731376,290,74206,1417923,0,1227,912510,318246,192381,0,0,0,0,0,0
23/02/2022,Madhya Pradesh,113403389,1656727,3467,57928736,54597829,58585294,53915756,25475,19583393,93797530,22466,2876,69977985,23385187,13616425,0,0,0,0,0,0
23/02/2022,Jharkhand,36677422,1077669,1692,22175946,14282823,18483935,17966077,8742,6978163,29688546,10713,2865,23036490,7522332,4474126,0,0,0,0,0,0
23/02/2022,Nagaland,1531769,67460,91,868513,642986,832721,678526,252,74902,1449680,7187,71,1021806,308682,143325,0,0,0,0,0,0
23/02/2022,Punjab,38804525,3324814,2459,22414507,16003947,20539137,17873961,5351,5216196,33572998,15331,556,22643211,9126517,6177559,0,0,0,0,0,0
23/02/2022,Uttarakhand,16821863,488174,580,8565422,7869832,8434307,7994264,6671,2026379,14791350,4134,554,10241401,3375643,2510233,0,0,0,0,0,0
23/02/2022,Andaman and Nicobar Islands,657350,1813,8,328492,320248,346380,302250,109,40715,616635,0,12,387864,159302,76812,0,0,0,0,0,0
23/02/2022,Ladakh,441684,2047,9,226961,186984,235932,177963,48,20077,421607,0,20,268582,83727,74170,0,0,0,0,0,0
23/02/2022,Gujarat,102594060,2597718,3833,51955592,48634055,54866324,45704936,18254,15704995,86856734,32331,2566,59749956,23304434,14644264,0,0,0,0,0,0
23/02/2022,Rajasthan,98363214,4980587,5794,53708847,43408587,49873997,47222456,20831,15669450,82675273,18491,938,57485001,20532276,15612578,0,0,0,0,0,0
23/02/2022,Delhi,31177765,482179,1208,17264994,13508196,17549622,13212277,11267,7781625,23302809,93331,1461,20540149,6165959,3032718,0,0,0,0,0,0
23/02/2022,Goa,2640915,41352,45,1391213,1219844,1451739,1159038,276,148638,2492277,0,632,1553703,596353,406507,0,0,0,0,0,0
23/02/2022,Manipur,2686117,153603,254,1504125,1124567,1350267,1277767,658,115991,2567633,2493,169,1599729,641946,349943,0,0,0,0,0,0
23/02/2022,Andhra Pradesh,84773044,5771362,3403,43040268,40383176,40220315,43186627,16445,16403633,68305721,63690,1300,43908213,23892359,12587159,0,0,0,0,0,0
23/02/2022,Himachal Pradesh,12392606,91610,389,6318358,5905163,6298493,5922102,2920,750311,11639321,2974,813,6822468,2908594,2080565,0,0,0,0,0,0
23/02/2022,Tamil Nadu,97986928,3793766,3204,55626406,41804938,47457409,49954496,19394,15562465,82326278,98185,920,56034333,24339264,14424497,0,0,0,0,0,0
23/02/2022,Haryana,40979117,2594572,1740,22833840,17915208,22282043,18458019,8976,7512279,33384445,82393,1430,25721577,8089698,5648082,0,0,0,0,0,0
23/02/2022,Jammu and Kashmir,21431763,935861,1106,10731701,10422372,11654647,9495512,3909,2543412,18888351,0,296,12547634,4919348,2742216,0,0,0,0,0,0
23/02/2022,Sikkim,1104849,10899,25,562845,513085,586377,489145,405,56200,1048649,0,316,718270,213818,131446,0,0,0,0,0,0
23/02/2022,Lakshadweep,118691,16380,9,59497,56832,61953,54370,6,6560,112131,0,17,65971,30317,17284,0,0,0,0,0,0
23/02/2022,Maharashtra,154809088,5507763,6587,87238424,66091003,81755814,71541160,32388,24279616,130265641,263831,6133,89791083,35018652,24915589,0,0,0,0,0,0
23/02/2022,Tripura,5102763,306062,296,2764589,2274198,2556650,2481370,764,375723,4727040,0,233,2740838,1426010,735166,0,0,0,0,0,0
23/03/2021,Andaman and Nicobar Islands,19121,2300,23,15017,4104,0,0,0,0,19121,0,1,0,0,0,4915,7009,3090,9055,5962,0
23/03/2021,Madhya Pradesh,2709136,30980,133,2233935,475201,0,0,0,245080,2464056,0,304,0,0,0,431551,545753,1255799,1212270,1021443,222
23/03/2021,Arunachal Pradesh,77761,6550,54,60221,17540,0,0,0,0,77761,0,252,0,0,0,26371,22695,11131,36567,23652,2
23/03/2021,Ladakh,45814,1000,7,39767,6047,0,0,0,0,45814,0,1,0,0,0,8557,9189,21997,22558,17206,3
23/03/2021,Sikkim,67281,5550,31,55534,11747,0,0,0,0,67281,0,187,0,0,0,15419,13174,26929,30675,24854,5
23/03/2021,Jharkhand,1286679,260950,2215,1062427,224252,0,0,0,95779,1190900,0,292,0,0,0,224755,317698,519626,544350,517999,78
23/03/2021,Kerala,2712712,222431,1574,2339164,373548,0,0,0,124751,2587961,0,2001,0,0,0,408808,546705,1383069,1071966,1266982,216
23/03/2021,Gujarat,4201102,721968,5376,3571094,630008,0,0,0,562336,3638766,0,849,0,0,0,629971,901751,2037305,1853941,1716869,284
23/03/2021,Maharashtra,4911726,466945,3027,4262362,649364,0,0,0,550924,4360802,0,2263,0,0,0,836965,1259159,2165039,2300351,1961476,535
23/03/2021,Punjab,649345,133900,1065,558275,91070,0,0,0,51280,598065,0,90,0,0,0,136875,204051,217130,346181,212060,34
23/03/2021,Lakshadweep,5707,900,9,4145,1562,0,0,0,0,5707,0,0,0,0,0,1260,1588,1297,2949,1196,0
23/03/2021,Bihar,2090147,309250,1692,1708266,381881,0,0,0,87057,2003090,0,143,0,0,0,358917,503564,845017,841340,866742,184
23/03/2021,Uttarakhand,604131,93200,492,485452,118679,0,0,0,0,604131,0,246,0,0,0,116178,106183,262939,265140,220258,54
23/03/2021,Rajasthan,4641690,664998,3177,3995543,646147,0,0,0,337497,4304193,0,267,0,0,0,550702,767991,2675450,2114680,1880377,486
23/03/2021,Manipur,100723,5140,49,77298,23425,0,0,0,0,100723,0,61,0,0,0,43392,32177,1683,51685,25611,2
23/03/2021,Delhi,1090763,80200,669,871370,219393,0,0,0,240728,850035,0,639,0,0,0,260931,267059,343248,550333,320853,184
23/03/2021,Tripura,407572,106350,642,337930,69642,0,0,0,0,407572,0,48,0,0,0,56106,174672,107087,185645,152255,30
23/03/2021,Haryana,1152753,126200,796,1016305,136448,0,0,0,200452,952301,0,723,0,0,0,176966,241978,595862,540039,476179,87
23/03/2021,Telangana,1016879,90950,645,793939,222940,0,0,0,145967,870912,0,322,0,0,0,218732,266522,308322,422067,371783,89
23/03/2021,Puducherry,52280,5900,38,46116,6164,0,0,0,38,52242,0,11,0,0,0,16697,14695,14691,24502,21610,4
23/03/2021,Karnataka,2954336,375880,2994,2539195,415141,0,0,0,161808,2792528,0,2344,0,0,0,511092,691509,1335057,1209220,1329701,274
23/03/2021,Tamil Nadu,2217917,583120,4630,2011826,206091,0,0,0,217158,2000759,0,82,0,0,0,429721,861452,719630,999552,1012083,191
23/03/2021,Meghalaya,97710,17550,171,71810,25900,0,0,0,0,97710,0,221,0,0,0,32446,24991,14352,40564,31239,7
23/03/2021,Andhra Pradesh,1939162,335500,2213,1617797,321365,0,0,0,270231,1668931,0,258,0,0,0,499489,515889,601710,839203,778435,159
23/03/2021,Uttar Pradesh,4960199,364750,2186,3982323,977876,0,0,0,502614,4457585,0,1024,0,0,0,863951,1316234,1799257,2314924,1666947,452
23/03/2021,Nagaland,68921,8750,67,50722,18199,0,0,0,0,68921,0,33,0,0,0,23154,19940,7614,36523,14195,4
23/03/2021,West Bengal,4284851,466180,2652,3727569,557282,0,0,0,371779,3913072,0,470,0,0,0,694023,1256628,1776170,2126625,1600493,451
23/03/2021,Assam,837889,303310,2113,711817,126072,0,0,0,113631,724258,0,110,0,0,0,186885,332826,192024,426192,285543,82
23/03/2021,Jammu and Kashmir,643931,123900,1004,520247,123684,0,0,0,0,643931,0,77,0,0,0,151178,179111,189842,368041,152087,119
23/03/2021,Mizoram,65994,2450,12,53292,12702,0,0,0,0,65994,0,422,0,0,0,17793,18268,17216,31535,21756,1
23/03/2021,Himachal Pradesh,404158,57800,457,321471,82687,0,0,0,2,404156,0,526,0,0,0,59836,75089,186465,164076,157364,31
23/03/2021,Odisha,1855753,167074,1030,1521647,334106,0,0,0,126630,1729123,0,47,0,0,0,266195,305856,949191,803047,718422,178
23/03/2021,Dadra and Nagar Haveli and Daman and Diu,26241,2500,25,21322,4919,0,0,0,0,26241,0,83,0,0,0,6457,5774,9080,11008,10314,0
23/03/2021,Chandigarh,67392,7200,50,57782,9610,0,0,0,0,67392,0,59,0,0,0,14866,16046,26864,35877,21904,1
23/03/2021,Goa,101464,7200,51,86286,15178,0,0,0,0,101464,0,502,0,0,0,16517,20910,48850,44796,41487,3
23/03/2021,Chhattisgarh,1492021,164640,1223,1207717,284304,0,0,0,3090,1488931,0,447,0,0,0,304331,344291,558801,596645,610976,96
23/03/2022,Meghalaya,2395599,240915,326,1371676,994042,1215719,1149690,309,84651,2309969,0,321,1630152,502616,191865,0,0,0,0,0,0
23/03/2022,Sikkim,1116107,9136,28,565202,519803,590652,493944,406,63135,1051977,0,322,721454,214083,132854,0,0,0,0,0,0
23/03/2022,Jharkhand,37932437,1005803,1532,22503434,15181610,19036968,18639046,9015,7589153,30230587,10827,2897,23639446,7647026,4562528,0,0,0,0,0,0
23/03/2022,Gujarat,105384153,2277647,4285,53090461,50022935,56203070,46891372,18821,16657862,87760670,32462,2861,60544696,23455518,14921189,0,0,0,0,0,0
23/03/2022,Telangana,60415935,7863816,2893,31408049,28480830,30146914,29730119,11819,9839725,50012661,143862,5166,35533704,13500754,8138885,0,0,0,0,0,0
23/03/2022,Andhra Pradesh,90223987,6175605,2491,44021492,44603618,42840430,45767197,17426,17409209,71822452,63707,1602,46465022,24647947,13185993,0,0,0,0,0,0
23/03/2022,Chhattisgarh,37759492,2198900,2359,19851131,17485499,18427081,18904475,5064,6189355,31449366,9734,2095,21739626,9204220,4808774,0,0,0,0,0,0
23/03/2022,Jammu and Kashmir,21958035,940327,1190,10906213,10730560,11903341,9729444,3983,2827160,18995117,0,297,12651558,4933827,2763732,0,0,0,0,0,0
23/03/2022,Bihar,123234920,6425041,5975,67187809,55192156,59793420,62557607,28891,19756362,103187219,12997,535,74033771,23736267,17529853,0,0,0,0,0,0
23/03/2022,Lakshadweep,120958,890,4,61232,57180,63031,55375,6,6784,112488,0,18,66243,30353,17409,0,0,0,0,0,0
23/03/2022,Telangana,60415935,7863816,2893,31408049,28480830,30146914,29730119,11819,9839725,50012661,143862,5166,35533704,13500754,8138885,0,0,0,0,0,0
23/03/2022,Madhya Pradesh,114892619,2482627,7417,58393471,55570302,59310184,54627703,25845,20414686,94088474,22514,3024,70418063,23444860,13684659,0,0,0,0,0,0
23/03/2022,Punjab,40426989,1465465,886,22953683,17046097,21358810,18635384,5581,6041649,34292553,15349,612,23381156,9318293,6332419,0,0,0,0,0,0
23/03/2022,Dadra and Nagar Haveli and Daman and Diu,1377291,48006,62,766653,602144,911320,457185,291,66108,1300605,0,0,137,1036028,208776,0,0,0,0,0,0
23/03/2022,Puducherry,1622779,59734,55,940307,668886,775717,833144,332,82050,1535567,0,34,891398,398292,249159,0,0,0,0,0,0
23/03/2022,Goa,2670540,24560,38,1404988,1233647,1466429,1171924,278,153383,2506869,0,634,1564601,598579,409248,0,0,0,0,0,0
23/03/2022,Jammu and Kashmir,21958035,940327,1190,10906213,10730560,11903341,9729444,3983,2827160,18995117,0,297,12651558,4933827,2763732,0,0,0,0,0,0
23/03/2022,Tamil Nadu,101912293,3394526,2819,56880357,44381894,49336996,51905127,20083,16804516,84348129,98797,1028,57639297,24872947,14810456,0,0,0,0,0,0
23/03/2022,Manipur,2772325,88578,148,1530564,1176844,1388740,1317991,677,153465,2613474,2561,170,1634703,651694,355560,0,0,0,0,0,0
23/03/2022,Sikkim,1116107,9136,28,565202,519803,590652,493944,406,63135,1051977,0,322,721454,214083,132854,0,0,0,0,0,0
23/03/2022,Arunachal Pradesh,1653926,24642,69,893278,735417,886534,741814,347,92049,1560407,0,299,1098401,350225,133894,0,0,0,0,0,0
23/03/2022,Uttar Pradesh,297171880,14301929,7866,165718472,129083276,151689466,142995125,116877,57341241,239625745,54683,3403,182915121,59799246,34393129,0,0,0,0,0,0
23/03/2022,Gujarat,105384153,2277647,4285,53090461,50022935,56203070,46891372,18821,16657862,87760670,32462,2861,60544696,23455518,14921189,0,0,0,0,0,0
23/03/2022,Mizoram,1520389,64302,66,832927,661816,749350,745099,293,82791,1432111,0,1227,923366,320410,193975,0,0,0,0,0,0
23/03/2022,Chhattisgarh,37759492,2198900,2359,19851131,17485499,18427081,18904475,5064,6189355,31449366,9734,2095,21739626,9204220,4808774,0,0,0,0,0,0
23/03/2022,Kerala,53217976,398162,418,28170231,24001830,24889156,27267886,14985,6742141,46370861,72285,3051,25051614,14063151,12156349,0,0,0,0,0,0
23/03/2022,Haryana,41646446,1243356,835,23026175,18358933,22611024,18764921,9153,7791206,33664696,82627,1463,26016433,8144451,5706485,0,0,0,0,0,0
23/03/2022,Kerala,53217976,398162,418,28170231,24001830,24889156,27267886,14985,6742141,46370861,72285,3051,25051614,14063151,12156349,0,0,0,0,0,0
23/03/2022,Dadra and Nagar Haveli and Daman and Diu,1377291,48006,62,766653,602144,911320,457185,291,66108,1300605,0,0,137,1036028,208776,0,0,0,0,0,0
23/03/2022,Chhattisgarh,37759492,2198900,2359,19851131,17485499,18427081,18904475,5064,6189355,31449366,9734,2095,21739626,9204220,4808774,0,0,0,0,0,0
23/03/2022,Assam,43844835,1204513,1495,23500890,20057472,21453167,22098943,6239,6368296,37419967,2398,337,27508436,9960821,4598081,0,0,0,0,0,0
23/03/2022,Andhra Pradesh,90223987,6175605,2491,44021492,44603618,42840430,45767197,17426,17409209,71822452,63707,1602,46465022,24647947,13185993,0,0,0,0,0,0
23/03/2022,Jharkhand,37932437,1005803,1532,22503434,15181610,19036968,18639046,9015,7589153,30230587,10827,2897,23639446,7647026,4562528,0,0,0,0,0,0
23/03/2022,Assam,43844835,1204513,1495,23500890,20057472,21453167,22098943,6239,6368296,37419967,2398,337,27508436,9960821,4598081,0,0,0,0,0,0
23/03/2022,Tamil Nadu,101912293,3394526,2819,56880357,44381894,49336996,51905127,20083,16804516,84348129,98797,1028,57639297,24872947,14810456,0,0,0,0,0,0
23/03/2022,Nagaland,1568894,51619,74,878593,666704,848705,696335,257,91080,1470112,7299,72,1039855,311817,144949,0,0,0,0,0,0
23/03/2022,Bihar,123234920,6425041,5975,67187809,55192156,59793420,62557607,28891,19756362,103187219,12997,535,74033771,23736267,17529853,0,0,0,0,0,0
23/03/2022,Uttarakhand,17082491,321744,600,8647085,8018133,8550406,8108024,6776,2159230,14869384,4185,557,10327173,3388451,2534442,0,0,0,0,0,0
23/03/2022,Nagaland,1568894,51619,74,878593,666704,848705,696335,257,91080,1470112,7299,72,1039855,311817,144949,0,0,0,0,0,0
23/03/2022,Punjab,40426989,1465465,886,22953683,17046097,21358810,18635384,5581,6041649,34292553,15349,612,23381156,9318293,6332419,0,0,0,0,0,0
23/03/2022,Odisha,62859495,1838874,2147,33330551,28647298,30437462,31525515,14833,10519373,52006193,5954,914,34988530,14705740,9719695,0,0,0,0,0,0
23/03/2022,Jharkhand,37932437,1005803,1532,22503434,15181610,19036968,18639046,9015,7589153,30230587,10827,2897,23639446,7647026,4562528,0,0,0,0,0,0
23/03/2022,Rajasthan,101447105,5672082,6790,54896797,45135950,51366834,48644344,21419,16807641,83779221,18580,1735,58527098,20710284,15830477,0,0,0,0,0,0
23/03/2022,Telangana,60415935,7863816,2893,31408049,28480830,30146914,29730119,11819,9839725,50012661,143862,5166,35533704,13500754,8138885,0,0,0,0,0,0
23/03/2022,Gujarat,105384153,2277647,4285,53090461,50022935,56203070,46891372,18821,16657862,87760670,32462,2861,60544696,23455518,14921189,0,0,0,0,0,0
23/03/2022,Andaman and Nicobar Islands,664859,5171,22,331599,323190,349480,305198,110,41878,620348,0,13,390644,159972,77361,0,0,0,0,0,0
23/03/2022,Assam,43844835,1204513,1495,23500890,20057472,21453167,22098943,6239,6368296,37419967,2398,337,27508436,9960821,4598081,0,0,0,0,0,0
23/03/2022,Meghalaya,2395599,240915,326,1371676,994042,1215719,1149690,309,84651,2309969,0,321,1630152,502616,191865,0,0,0,0,0,0
23/03/2022,Maharashtra,159424097,5701583,6299,88231781,69471565,83897638,73771920,33722,25723595,132896192,264670,6180,91867313,35516911,25455511,0,0,0,0,0,0
23/03/2022,Ladakh,453712,4832,32,231579,189046,239082,181492,49,21940,427897,0,20,273719,84276,75160,0,0,0,0,0,0
23/03/2022,Uttarakhand,17082491,321744,600,8647085,8018133,8550406,8108024,6776,2159230,14869384,4185,557,10327173,3388451,2534442,0,0,0,0,0,0
23/03/2022,Lakshadweep,120958,890,4,61232,57180,63031,55375,6,6784,112488,0,18,66243,30353,17409,0,0,0,0,0,0
23/03/2022,Madhya Pradesh,114892619,2482627,7417,58393471,55570302,59310184,54627703,25845,20414686,94088474,22514,3024,70418063,23444860,13684659,0,0,0,0,0,0
23/03/2022,Karnataka,102990427,6649776,5187,52559092,49107335,51431922,50216176,18260,17215734,85349503,113887,4802,59513233,23438523,15270044,0,0,0,0,0,0
23/03/2022,Tripura,5161401,331708,353,2795787,2295949,2581889,2509075,769,395047,4739821,0,232,2754007,1427845,738692,0,0,0,0,0,0
23/03/2022,Uttar Pradesh,297171880,14301929,7866,165718472,129083276,151689466,142995125,116877,57341241,239625745,54683,3403,182915121,59799246,34393129,0,0,0,0,0,0
23/03/2022,Rajasthan,101447105,5672082,6790,54896797,45135950,51366834,48644344,21419,16807641,83779221,18580,1735,58527098,20710284,15830477,0,0,0,0,0,0
23/03/2022,Maharashtra,159424097,5701583,6299,88231781,69471565,83897638,73771920,33722,25723595,132896192,264670,6180,91867313,35516911,25455511,0,0,0,0,0,0
23/03/2022,Uttarakhand,17082491,321744,600,8647085,8018133,8550406,8108024,6776,2159230,14869384,4185,557,10327173,3388451,2534442,0,0,0,0,0,0
23/03/2022,Mizoram,1520389,64302,66,832927,661816,749350,745099,293,82791,1432111,0,1227,923366,320410,193975,0,0,0,0,0,0
23/03/2022,Rajasthan,101447105,5672082,6790,54896797,45135950,51366834,48644344,21419,16807641,83779221,18580,1735,58527098,20710284,15830477,0,0,0,0,0,0
23/03/2022,Goa,2670540,24560,38,1404988,1233647,1466429,1171924,278,153383,2506869,0,634,1564601,598579,409248,0,0,0,0,0,0
23/03/2022,Himachal Pradesh,12544669,87902,525,6406627,5945762,6363789,5985643,2951,779565,11683803,2974,816,6854182,2912380,2098080,0,0,0,0,0,0
23/03/2022,Karnataka,102990427,6649776,5187,52559092,49107335,51431922,50216176,18260,17215734,85349503,113887,4802,59513233,23438523,15270044,0,0,0,0,0,0
23/03/2022,Delhi,32148045,497069,1253,17512062,14167837,18001374,13666683,11816,8170500,23737165,93660,1480,20980730,6242274,3108237,0,0,0,0,0,0
23/03/2022,West Bengal,133474524,2189704,3323,70657862,61008351,64469152,67172656,24279,19034064,113905420,84733,4802,74792661,32929218,19475485,0,0,0,0,0,0
23/03/2022,Manipur,2772325,88578,148,1530564,1176844,1388740,1317991,677,153465,2613474,2561,170,1634703,651694,355560,0,0,0,0,0,0
23/03/2022,Ladakh,453712,4832,32,231579,189046,239082,181492,49,21940,427897,0,20,273719,84276,75160,0,0,0,0,0,0
23/03/2022,Puducherry,1622779,59734,55,940307,668886,775717,833144,332,82050,1535567,0,34,891398,398292,249159,0,0,0,0,0,0
23/03/2022,Puducherry,1622779,59734,55,940307,668886,775717,833144,332,82050,1535567,0,34,891398,398292,249159,0,0,0,0,0,0
23/03/2022,Punjab,40426989,1465465,886,22953683,17046097,21358810,18635384,5581,6041649,34292553,15349,612,23381156,9318293,6332419,0,0,0,0,0,0
23/03/2022,Andaman and Nicobar Islands,664859,5171,22,331599,323190,349480,305198,110,41878,620348,0,13,390644,159972,77361,0,0,0,0,0,0
23/03/2022,Chandigarh,2055463,18490,53,1128513,900503,1155225,873393,398,100445,1953493,0,177,1333516,424888,228322,0,0,0,0,0,0
23/03/2022,Delhi,32148045,497069,1253,17512062,14167837,18001374,13666683,11816,8170500,23737165,93660,1480,20980730,6242274,3108237,0,0,0,0,0,0
23/03/2022,Dadra and Nagar Haveli and Daman and Diu,1377291,48006,62,766653,602144,911320,457185,291,66108,1300605,0,0,137,1036028,208776,0,0,0,0,0,0
23/03/2022,Haryana,41646446,1243356,835,23026175,18358933,22611024,18764921,9153,7791206,33664696,82627,1463,26016433,8144451,5706485,0,0,0,0,0,0
23/03/2022,Arunachal Pradesh,1653926,24642,69,893278,735417,886534,741814,347,92049,1560407,0,299,1098401,350225,133894,0,0,0,0,0,0
23/03/2022,Arunachal Pradesh,1653926,24642,69,893278,735417,886534,741814,347,92049,1560407,0,299,1098401,350225,133894,0,0,0,0,0,0
23/03/2022,Bihar,123234920,6425041,5975,67187809,55192156,59793420,62557607,28891,19756362,103187219,12997,535,74033771,23736267,17529853,0,0,0,0,0,0
23/03/2022,Kerala,53217976,398162,418,28170231,24001830,24889156,27267886,14985,6742141,46370861,72285,3051,25051614,14063151,12156349,0,0,0,0,0,0
23/03/2022,Mizoram,1520389,64302,66,832927,661816,749350,745099,293,82791,1432111,0,1227,923366,320410,193975,0,0,0,0,0,0
23/03/2022,Delhi,32148045,497069,1253,17512062,14167837,18001374,13666683,11816,8170500,23737165,93660,1480,20980730,6242274,3108237,0,0,0,0,0,0
23/03/2022,Madhya Pradesh,114892619,2482627,7417,58393471,55570302,59310184,54627703,25845,20414686,94088474,22514,3024,70418063,23444860,13684659,0,0,0,0,0,0
